0 0 0 
1 4.99663e-05 1.47227e-05 
2 0.000199727 5.95728e-05 
3 0.000449068 0.000135903 
4 0.000797765 0.000245001 
5 0.00124558 0.00038809 
6 0.00179228 0.000566323 
7 0.00243761 0.000780784 
8 0.00318131 0.00103249 
9 0.0040231 0.00132236 
10 0.0049627 0.00165129 
11 0.00599983 0.00202004 
12 0.00713419 0.00242933 
13 0.00836547 0.00287979 
14 0.00969335 0.00337199 
15 0.0111175 0.00390639 
16 0.0126376 0.00448341 
17 0.0142533 0.00510336 
18 0.0159643 0.00576649 
19 0.0177701 0.00647297 
20 0.0196705 0.00722291 
21 0.0216649 0.00801631 
22 0.0237532 0.00885313 
23 0.0259348 0.00973325 
24 0.0282093 0.0106565 
25 0.0305764 0.0116226 
26 0.0330356 0.0126312 
27 0.0355865 0.0136819 
28 0.0382286 0.0147744 
29 0.0409615 0.015908 
30 0.0437848 0.0170823 
31 0.0466979 0.0182966 
32 0.0497005 0.0195503 
33 0.052792 0.0208426 
34 0.055972 0.0221729 
35 0.0592398 0.0235403 
36 0.0625952 0.024944 
37 0.0660375 0.0263832 
38 0.0695662 0.0278569 
39 0.0731808 0.0293643 
40 0.0768807 0.0309044 
41 0.0806655 0.0324762 
42 0.0845346 0.0340788 
43 0.0884873 0.0357113 
44 0.0925233 0.0373725 
45 0.0966418 0.0390616 
46 0.100842 0.0407774 
47 0.105124 0.042519 
48 0.109487 0.0442854 
49 0.11393 0.0460756 
50 0.118452 0.0478886 
51 0.123054 0.0497234 
52 0.127734 0.0515791 
53 0.132492 0.0534546 
54 0.137327 0.0553491 
55 0.142238 0.0572616 
56 0.147225 0.0591912 
57 0.152287 0.0611371 
58 0.157424 0.0630983 
59 0.162635 0.0650741 
60 0.167919 0.0670637 
61 0.173275 0.0690662 
62 0.178704 0.071081 
63 0.184203 0.0731072 
64 0.189773 0.0751443 
65 0.195412 0.0771914 
66 0.201121 0.0792481 
67 0.206897 0.0813136 
68 0.212742 0.0833875 
69 0.218653 0.085469 
70 0.22463 0.0875577 
71 0.230672 0.0896532 
72 0.23678 0.0917548 
73 0.242951 0.0938622 
74 0.249185 0.0959749 
75 0.255481 0.0980925 
76 0.261839 0.100215 
77 0.268258 0.102341 
78 0.274737 0.104471 
79 0.281275 0.106604 
80 0.287871 0.108741 
81 0.294525 0.11088 
82 0.301236 0.113022 
83 0.308003 0.115167 
84 0.314825 0.117313 
85 0.321701 0.119461 
86 0.328631 0.12161 
87 0.335614 0.123761 
88 0.342649 0.125913 
89 0.349734 0.128065 
90 0.35687 0.130218 
91 0.364055 0.132371 
92 0.371289 0.134525 
93 0.37857 0.136678 
94 0.385899 0.138831 
95 0.393273 0.140984 
96 0.400692 0.143136 
97 0.408155 0.145286 
98 0.415661 0.147436 
99 0.42321 0.149584 
100 0.430801 0.151731 
101 0.438432 0.153876 
102 0.446102 0.156019 
103 0.453812 0.158159 
104 0.461559 0.160298 
105 0.469343 0.162433 
106 0.477164 0.164565 
107 0.485019 0.166695 
108 0.492909 0.168821 
109 0.500832 0.170943 
110 0.508788 0.173062 
111 0.516774 0.175176 
112 0.524791 0.177287 
113 0.532838 0.179392 
114 0.540914 0.181493 
115 0.549016 0.183589 
116 0.557146 0.18568 
117 0.565301 0.187765 
118 0.573481 0.189845 
119 0.581685 0.191918 
120 0.589912 0.193986 
121 0.59816 0.196047 
122 0.606429 0.198101 
123 0.614718 0.200148 
124 0.623026 0.202189 
125 0.631352 0.204222 
126 0.639695 0.206247 
127 0.648053 0.208264 
128 0.656427 0.210274 
129 0.664814 0.212274 
130 0.673214 0.214267 
131 0.681626 0.21625 
132 0.69005 0.218224 
133 0.698482 0.220189 
134 0.706924 0.222144 
135 0.715374 0.224089 
136 0.72383 0.226024 
137 0.732292 0.227949 
138 0.740759 0.229862 
139 0.74923 0.231765 
140 0.757704 0.233657 
141 0.766179 0.235536 
142 0.774654 0.237404 
143 0.78313 0.23926 
144 0.791604 0.241103 
145 0.800075 0.242934 
146 0.808544 0.244751 
147 0.817007 0.246555 
148 0.825465 0.248346 
149 0.833916 0.250122 
150 0.84236 0.251884 
151 0.850795 0.253632 
152 0.85922 0.255365 
153 0.867635 0.257082 
154 0.876038 0.258784 
155 0.884427 0.260471 
156 0.892803 0.262141 
157 0.901164 0.263794 
158 0.909509 0.265431 
159 0.917837 0.267051 
160 0.926146 0.268654 
161 0.934437 0.270239 
162 0.942707 0.271806 
163 0.950956 0.273354 
164 0.959183 0.274885 
165 0.967386 0.276396 
166 0.975565 0.277889 
167 0.983719 0.279362 
168 0.991846 0.280815 
169 0.999946 0.282249 
170 1.00802 0.283662 
171 1.01606 0.285056 
172 1.02407 0.286428 
173 1.03205 0.28778 
174 1.03999 0.289111 
175 1.04791 0.29042 
176 1.05579 0.291708 
177 1.06363 0.292974 
178 1.07143 0.294219 
179 1.0792 0.295441 
180 1.08693 0.296641 
181 1.09462 0.297819 
182 1.10227 0.298974 
183 1.10987 0.300106 
184 1.11744 0.301216 
185 1.12496 0.302302 
186 1.13243 0.303365 
187 1.13986 0.304405 
188 1.14724 0.305422 
189 1.15458 0.306414 
190 1.16186 0.307384 
191 1.1691 0.308329 
192 1.17628 0.309251 
193 1.18342 0.310148 
194 1.1905 0.311022 
195 1.19753 0.311871 
196 1.2045 0.312696 
197 1.21142 0.313497 
198 1.21828 0.314274 
199 1.22509 0.315026 
200 1.23183 0.315754 
201 1.23852 0.316457 
202 1.24515 0.317135 
203 1.25172 0.317789 
204 1.25822 0.318419 
205 1.26466 0.319024 
206 1.27104 0.319604 
207 1.27736 0.32016 
208 1.28361 0.32069 
209 1.28979 0.321197 
210 1.29591 0.321678 
211 1.30196 0.322135 
212 1.30794 0.322568 
213 1.31385 0.322975 
214 1.3197 0.323359 
215 1.32547 0.323717 
216 1.33117 0.324052 
217 1.3368 0.324362 
218 1.34235 0.324647 
219 1.34783 0.324909 
220 1.35324 0.325146 
221 1.35857 0.325359 
222 1.36383 0.325548 
223 1.36901 0.325714 
224 1.37411 0.325855 
225 1.37913 0.325973 
226 1.38408 0.326068 
227 1.38895 0.326139 
228 1.39373 0.326187 
229 1.39844 0.326213 
230 1.40307 0.326215 
231 1.40761 0.326195 
232 1.41207 0.326152 
233 1.41645 0.326087 
234 1.42075 0.326 
235 1.42496 0.325892 
236 1.42909 0.325761 
237 1.43313 0.32561 
238 1.43709 0.325437 
239 1.44096 0.325244 
240 1.44475 0.32503 
241 1.44844 0.324796 
242 1.45206 0.324542 
243 1.45558 0.324269 
244 1.45902 0.323976 
245 1.46236 0.323664 
246 1.46562 0.323334 
247 1.46879 0.322985 
248 1.47188 0.322619 
249 1.47487 0.322234 
250 1.47777 0.321833 
251 1.48058 0.321415 
252 1.4833 0.32098 
253 1.48593 0.32053 
254 1.48847 0.320064 
255 1.49091 0.319582 
256 1.49327 0.319086 
257 1.49553 0.318576 
258 1.4977 0.318052 
259 1.49978 0.317515 
260 1.50177 0.316965 
261 1.50366 0.316402 
262 1.50546 0.315828 
263 1.50717 0.315242 
264 1.50879 0.314645 
265 1.51031 0.314038 
266 1.51174 0.313422 
267 1.51308 0.312796 
268 1.51433 0.312162 
269 1.51548 0.311519 
270 1.51654 0.310869 
271 1.5175 0.310213 
272 1.51837 0.30955 
273 1.51915 0.308881 
274 1.51984 0.308208 
275 1.52044 0.30753 
276 1.52094 0.306848 
277 1.52135 0.306163 
278 1.52166 0.305476 
279 1.52189 0.304787 
280 1.52202 0.304097 
281 1.52206 0.303407 
282 1.52201 0.302717 
283 1.52187 0.302028 
284 1.52164 0.301341 
285 1.52131 0.300656 
286 1.5209 0.299974 
287 1.52039 0.299296 
288 1.5198 0.298623 
289 1.51911 0.297954 
290 1.51833 0.297292 
291 1.51747 0.296636 
292 1.51652 0.295988 
293 1.51548 0.295348 
294 1.51435 0.294716 
295 1.51313 0.294094 
296 1.51182 0.293482 
297 1.51043 0.292881 
298 1.50895 0.292292 
299 1.50739 0.291714 
300 1.50574 0.29115 
301 1.504 0.290599 
302 1.50218 0.290062 
303 1.50028 0.28954 
304 1.49829 0.289033 
305 1.49622 0.288543 
306 1.49407 0.288069 
307 1.49183 0.287612 
308 1.48951 0.287173 
309 1.48711 0.286753 
310 1.48464 0.286351 
311 1.48208 0.285969 
312 1.47944 0.285607 
313 1.47672 0.285266 
314 1.47393 0.284945 
315 1.47106 0.284646 
316 1.46811 0.284368 
317 1.46509 0.284113 
318 1.46199 0.283881 
319 1.45881 0.283671 
320 1.45556 0.283486 
321 1.45224 0.283323 
322 1.44885 0.283186 
323 1.44538 0.283072 
324 1.44184 0.282983 
325 1.43824 0.282919 
326 1.43456 0.282881 
327 1.43081 0.282867 
328 1.427 0.28288 
329 1.42311 0.282918 
330 1.41916 0.282982 
331 1.41515 0.283073 
332 1.41107 0.283189 
333 1.40692 0.283332 
334 1.40272 0.283501 
335 1.39845 0.283697 
336 1.39411 0.283919 
337 1.38972 0.284167 
338 1.38526 0.284442 
339 1.38075 0.284743 
340 1.37618 0.285071 
341 1.37155 0.285424 
342 1.36686 0.285804 
343 1.36212 0.28621 
344 1.35732 0.286641 
345 1.35246 0.287098 
346 1.34756 0.287581 
347 1.3426 0.288088 
348 1.33759 0.288621 
349 1.33252 0.289178 
350 1.32741 0.28976 
351 1.32225 0.290366 
352 1.31704 0.290996 
353 1.31178 0.291649 
354 1.30648 0.292326 
355 1.30113 0.293026 
356 1.29574 0.293748 
357 1.2903 0.294492 
358 1.28482 0.295258 
359 1.27929 0.296045 
360 1.27373 0.296853 
361 1.26812 0.297682 
362 1.26248 0.298531 
363 1.2568 0.299399 
364 1.25108 0.300287 
365 1.24532 0.301194 
366 1.23953 0.302118 
367 1.2337 0.303061 
368 1.22784 0.304021 
369 1.22195 0.304998 
370 1.21602 0.305991 
371 1.21007 0.307 
372 1.20408 0.308025 
373 1.19806 0.309064 
374 1.19202 0.310118 
375 1.18595 0.311186 
376 1.17985 0.312267 
377 1.17372 0.313361 
378 1.16757 0.314468 
379 1.1614 0.315587 
380 1.15521 0.316717 
381 1.14899 0.317858 
382 1.14275 0.319009 
383 1.13649 0.320171 
384 1.13021 0.321342 
385 1.12392 0.322522 
386 1.1176 0.32371 
387 1.11127 0.324907 
388 1.10492 0.326111 
389 1.09856 0.327323 
390 1.09219 0.32854 
391 1.0858 0.329764 
392 1.0794 0.330994 
393 1.07299 0.332229 
394 1.06657 0.333469 
395 1.06013 0.334713 
396 1.05369 0.335961 
397 1.04725 0.337212 
398 1.04079 0.338467 
399 1.03433 0.339724 
400 1.02787 0.340983 
401 1.0214 0.342244 
402 1.01492 0.343506 
403 1.00845 0.344769 
404 1.00197 0.346032 
405 0.995489 0.347296 
406 0.989011 0.348559 
407 0.982532 0.349821 
408 0.976056 0.351083 
409 0.969582 0.352343 
410 0.963111 0.353601 
411 0.956644 0.354857 
412 0.950183 0.35611 
413 0.943727 0.357361 
414 0.937277 0.358608 
415 0.930835 0.359852 
416 0.924401 0.361091 
417 0.917975 0.362327 
418 0.91156 0.363558 
419 0.905155 0.364784 
420 0.898761 0.366005 
421 0.892379 0.367221 
422 0.88601 0.368431 
423 0.879655 0.369635 
424 0.873314 0.370832 
425 0.866987 0.372024 
426 0.860677 0.373208 
427 0.854384 0.374386 
428 0.848107 0.375556 
429 0.841849 0.376719 
430 0.835609 0.377874 
431 0.829389 0.379021 
432 0.823189 0.38016 
433 0.81701 0.381291 
434 0.810853 0.382414 
435 0.804718 0.383528 
436 0.798606 0.384633 
437 0.792518 0.385728 
438 0.786454 0.386815 
439 0.780415 0.387893 
440 0.774402 0.388961 
441 0.768415 0.390019 
442 0.762455 0.391068 
443 0.756523 0.392106 
444 0.75062 0.393135 
445 0.744745 0.394154 
446 0.7389 0.395162 
447 0.733086 0.39616 
448 0.727302 0.397147 
449 0.721549 0.398124 
450 0.715829 0.39909 
451 0.710142 0.400045 
452 0.704488 0.400989 
453 0.698868 0.401922 
454 0.693282 0.402845 
455 0.687732 0.403756 
456 0.682217 0.404656 
457 0.676738 0.405544 
458 0.671296 0.406421 
459 0.665892 0.407287 
460 0.660526 0.408141 
461 0.655198 0.408984 
462 0.649908 0.409815 
463 0.644659 0.410635 
464 0.639449 0.411442 
465 0.634281 0.412239 
466 0.629153 0.413023 
467 0.624067 0.413795 
468 0.619022 0.414556 
469 0.614021 0.415305 
470 0.609062 0.416042 
471 0.604147 0.416767 
472 0.599277 0.41748 
473 0.59445 0.418181 
474 0.589669 0.41887 
475 0.584932 0.419548 
476 0.580242 0.420213 
477 0.575598 0.420867 
478 0.571001 0.421508 
479 0.566451 0.422138 
480 0.561948 0.422755 
481 0.557494 0.423361 
482 0.553087 0.423955 
483 0.54873 0.424537 
484 0.544422 0.425108 
485 0.540163 0.425666 
486 0.535954 0.426213 
487 0.531796 0.426748 
488 0.527688 0.427272 
489 0.523631 0.427783 
490 0.519626 0.428284 
491 0.515672 0.428772 
492 0.511771 0.429249 
493 0.507922 0.429715 
494 0.504125 0.430169 
495 0.500382 0.430612 
496 0.496692 0.431044 
497 0.493056 0.431464 
498 0.489473 0.431874 
499 0.485945 0.432272 
500 0.482472 0.432659 
501 0.479053 0.433035 
502 0.475689 0.4334 
503 0.472381 0.433755 
504 0.469128 0.434098 
505 0.465931 0.434431 
506 0.46279 0.434754 
507 0.459706 0.435066 
508 0.456678 0.435367 
509 0.453707 0.435658 
510 0.450793 0.435939 
511 0.447936 0.43621 
512 0.445136 0.43647 
513 0.442394 0.436721 
514 0.43971 0.436961 
515 0.437084 0.437192 
516 0.434516 0.437413 
