0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -3.56458e-06 -6.08531e-06 7.29238e-06 -7.53402e-06 -7.25896e-06 6.77286e-06 6.23549e-06 -5.71776e-06 5.24601e-06 4.82639e-06 4.45667e-06 4.13169e-06 -3.84567e-06 3.59312e-06 -3.36921e-06 -3.16978e-06 2.99134e-06 -2.83095e-06 2.68617e-06 -2.55491e-06 2.43546e-06 2.32633e-06 -2.22631e-06 2.13431e-06 -2.04945e-06 -1.97093e-06 -1.8981e-06 1.83037e-06 -1.76722e-06 -1.70822e-06 
2 0.000199727 -1.42841e-05 -2.43852e-05 2.9222e-05 -3.01901e-05 -2.90877e-05 2.71395e-05 2.49858e-05 -2.29109e-05 2.10203e-05 1.93384e-05 1.78566e-05 1.65541e-05 -1.54077e-05 1.43954e-05 -1.34979e-05 -1.26985e-05 1.19832e-05 -1.13402e-05 1.07598e-05 -1.02335e-05 9.75459e-06 9.31706e-06 -8.91597e-06 8.54708e-06 -8.20676e-06 -7.89189e-06 -7.59978e-06 7.3281e-06 -7.07481e-06 -6.83814e-06 
3 0.000449068 -3.22144e-05 -5.49948e-05 6.59024e-05 -6.80847e-05 -6.55972e-05 6.12023e-05 5.6344e-05 -5.16632e-05 4.7398e-05 4.36037e-05 4.02606e-05 3.73219e-05 -3.47351e-05 3.24509e-05 -3.04255e-05 -2.86214e-05 2.7007e-05 -2.55557e-05 2.42454e-05 -2.30575e-05 2.19761e-05 2.09882e-05 -2.00824e-05 1.92493e-05 -1.84805e-05 -1.77692e-05 -1.71093e-05 1.64954e-05 -1.59229e-05 -1.5388e-05 
4 0.000797765 -5.74104e-05 -9.80073e-05 0.000117444 -0.000121331 -0.000116894 0.000109058 0.000100396 -9.20509e-05 8.4446e-05 7.76806e-05 7.1719e-05 6.64782e-05 -6.18648e-05 5.77905e-05 -5.41774e-05 -5.09587e-05 4.80781e-05 -4.54883e-05 4.31497e-05 -4.10292e-05 3.90986e-05 3.73345e-05 -3.57169e-05 3.42287e-05 -3.28554e-05 -3.15843e-05 -3.04048e-05 2.93073e-05 -2.82838e-05 -2.73271e-05 
5 0.00124558 -8.99263e-05 -0.000153514 0.000183956 -0.000190037 -0.00018308 0.000170799 0.000157223 -0.000144143 0.000132223 0.000121618 0.000112272 0.000104055 -9.68211e-05 9.04316e-05 -8.47645e-05 -7.97153e-05 7.51957e-05 -7.11316e-05 6.7461e-05 -6.41319e-05 6.11006e-05 5.833e-05 -5.57888e-05 5.34504e-05 -5.12918e-05 -4.92936e-05 -4.74387e-05 4.57124e-05 -4.41019e-05 -4.25962e-05 
6 0.00179228 -0.000129815 -0.000221606 0.000265542 -0.000274309 -0.000264254 0.00024651 0.000226898 -0.000208001 0.000190779 0.000175455 0.000161949 0.000150073 -0.000139616 0.000130378 -0.000122184 -0.000114881 0.000108342 -0.000102462 9.71494e-05 -9.23299e-05 8.79403e-05 8.39272e-05 -8.02453e-05 7.68562e-05 -7.37268e-05 -7.08288e-05 -6.81378e-05 6.56325e-05 -6.32944e-05 -6.11075e-05 
7 0.00243761 -0.000177129 -0.000302369 0.000362306 -0.000374249 -0.000360506 0.000336272 0.000309487 -0.000283679 0.000260155 0.000239222 0.00022077 0.000204542 -0.00019025 0.000177622 -0.000166417 -0.000156429 0.000147485 -0.000139438 0.000132167 -0.000125568 0.000119556 0.000114058 -0.000109012 0.000104366 -0.000100074 -9.60975e-05 -9.24038e-05 8.89636e-05 -8.57518e-05 -8.27463e-05 
8 0.00318131 -0.00023192 -0.000395891 0.000474347 -0.000489956 -0.000471927 0.000440159 0.000405052 -0.000371223 0.000340385 0.00031294 0.000288743 0.000267459 -0.00024871 0.000232139 -0.000217433 -0.00020432 0.000192574 -0.000182004 0.000172448 -0.000163774 0.000155868 0.000148635 -0.000141994 0.000135876 -0.000130223 -0.000124983 -0.000120114 0.000115577 -0.000111339 -0.000107371 
9 0.0040231 -0.000294239 -0.000502256 0.000601763 -0.000621523 -0.0005986 0.000558242 0.000513646 -0.000470672 0.000431494 0.00039662 0.000365867 0.00033881 -0.00031497 0.000293895 -0.000275185 -0.000258498 0.000243544 -0.000230083 0.000217909 -0.000206854 0.000196774 0.000187548 -0.000179074 0.000171264 -0.000164043 -0.000157348 -0.000151122 0.000145319 -0.000139895 -0.000134814 
