0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -3.56458e-06 -6.08531e-06 7.29238e-06 -7.53402e-06 -7.25896e-06 6.77286e-06 6.23549e-06 -5.71776e-06 5.24601e-06 4.82639e-06 
2 0.000199727 -1.42841e-05 -2.43852e-05 2.9222e-05 -3.01901e-05 -2.90877e-05 2.71395e-05 2.49858e-05 -2.29109e-05 2.10203e-05 1.93384e-05 
3 0.000449068 -3.22144e-05 -5.49948e-05 6.59024e-05 -6.80847e-05 -6.55972e-05 6.12023e-05 5.6344e-05 -5.16632e-05 4.7398e-05 4.36037e-05 
4 0.000797765 -5.74104e-05 -9.80073e-05 0.000117444 -0.000121331 -0.000116894 0.000109058 0.000100396 -9.20509e-05 8.4446e-05 7.76806e-05 
5 0.00124558 -8.99263e-05 -0.000153514 0.000183956 -0.000190037 -0.00018308 0.000170799 0.000157223 -0.000144143 0.000132223 0.000121618 
6 0.00179228 -0.000129815 -0.000221606 0.000265542 -0.000274309 -0.000264254 0.00024651 0.000226898 -0.000208001 0.000190779 0.000175455 
7 0.00243761 -0.000177129 -0.000302369 0.000362306 -0.000374249 -0.000360506 0.000336272 0.000309487 -0.000283679 0.000260155 0.000239222 
8 0.00318131 -0.00023192 -0.000395891 0.000474347 -0.000489956 -0.000471927 0.000440159 0.000405052 -0.000371223 0.000340385 0.00031294 
9 0.0040231 -0.000294239 -0.000502256 0.000601763 -0.000621523 -0.0005986 0.000558242 0.000513646 -0.000470672 0.000431494 0.00039662 
10 0.0049627 -0.000364134 -0.000621546 0.000744648 -0.000769041 -0.000740603 0.000690583 0.000635318 -0.000582058 0.000533497 0.000490262 
11 0.00599983 -0.000441654 -0.000753842 0.000903094 -0.000932599 -0.000898011 0.000837241 0.000770106 -0.000705404 0.000646401 0.00059386 
12 0.00713419 -0.000526848 -0.000899223 0.00107719 -0.00111228 -0.00107089 0.000998268 0.000918046 -0.000840727 0.000770207 0.000707396 
13 0.00836547 -0.000619762 -0.00105777 0.00126702 -0.00130816 -0.00125932 0.00117371 0.00107917 -0.000988034 0.000904903 0.000830843 
14 0.00969335 -0.000720442 -0.00122955 0.00147267 -0.00152032 -0.00146334 0.00136361 0.00125348 -0.00114733 0.00105047 0.000964165 
15 0.0111175 -0.000828933 -0.00141464 0.00169422 -0.00174883 -0.00168301 0.001568 0.00144102 -0.0013186 0.00120689 0.00110731 
16 0.0126376 -0.000945279 -0.00161311 0.00193175 -0.00199376 -0.0019184 0.00178691 0.00164177 -0.00150184 0.00137411 0.00126024 
17 0.0142533 -0.00106952 -0.00182503 0.00218533 -0.00225517 -0.00216953 0.00202036 0.00185574 -0.00169702 0.00155211 0.00142287 
18 0.0159643 -0.00120171 -0.00205047 0.00245503 -0.00253312 -0.00243645 0.00226838 0.00208293 -0.00190411 0.00174081 0.00159513 
19 0.0177701 -0.00134187 -0.0022895 0.00274093 -0.00282768 -0.00271921 0.00253097 0.00232333 -0.00212307 0.00194017 0.00177695 
20 0.0196704 -0.00149006 -0.00254217 0.00304309 -0.00313888 -0.00301782 0.00280814 0.0025769 -0.00235387 0.00215011 0.00196823 
21 0.0216649 -0.00164631 -0.00280855 0.00336156 -0.00346679 -0.00333232 0.00309989 0.00284363 -0.00259644 0.00237056 0.00216886 
22 0.0237531 -0.00181066 -0.0030887 0.00369642 -0.00381145 -0.00366272 0.00340621 0.00312348 -0.00285073 0.00260143 0.00237873 
23 0.0259347 -0.00198314 -0.00338268 0.00404772 -0.00417289 -0.00400905 0.0037271 0.00341641 -0.00311667 0.00284262 0.00259773 
24 0.0282092 -0.00216379 -0.00369054 0.00441551 -0.00455115 -0.0043713 0.00406253 0.00372238 -0.00339418 0.00309403 0.00282573 
25 0.0305762 -0.00235266 -0.00401234 0.00479984 -0.00494627 -0.0047495 0.00441248 0.00404133 -0.00368317 0.00335555 0.00306258 
26 0.0330353 -0.00254976 -0.00434812 0.00520076 -0.00535827 -0.00514364 0.00477692 0.00437319 -0.00398357 0.00362706 0.00330814 
27 0.0355861 -0.00275514 -0.00469794 0.00561832 -0.00578719 -0.00555372 0.00515582 0.00471791 -0.00429526 0.00390843 0.00356226 
28 0.0382281 -0.00296882 -0.00506184 0.00605255 -0.00623303 -0.00597972 0.00554913 0.00507541 -0.00461815 0.00419953 0.00382477 
29 0.0409609 -0.00319084 -0.00543987 0.0065035 -0.00669581 -0.00642163 0.0059568 0.0054456 -0.00495211 0.0045002 0.0040955 
30 0.043784 -0.00342122 -0.00583207 0.0069712 -0.00717555 -0.00687943 0.00637879 0.0058284 -0.00529703 0.00481031 0.00437427 
31 0.0466969 -0.00366 -0.00623847 0.00745567 -0.00767224 -0.0073531 0.00681502 0.0062237 -0.00565278 0.00512968 0.00466088 
32 0.0496992 -0.0039072 -0.00665912 0.00795695 -0.0081859 -0.0078426 0.00726544 0.00663142 -0.00601922 0.00545815 0.00495514 
33 0.0527903 -0.00416285 -0.00709406 0.00847505 -0.00871652 -0.0083479 0.00772996 0.00705143 -0.00639621 0.00579554 0.00525685 
34 0.0559698 -0.00442696 -0.0075433 0.00901001 -0.00926409 -0.00886895 0.00820851 0.00748363 -0.00678359 0.00614167 0.00556578 
35 0.0592372 -0.00469957 -0.00800689 0.00956183 -0.0098286 -0.00940571 0.00870101 0.00792788 -0.0071812 0.00649634 0.00588172 
36 0.0625919 -0.00498069 -0.00848485 0.0101305 -0.01041 -0.00995812 0.00920735 0.00838406 -0.00758888 0.00685936 0.00620445 
