0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -8.34055e-07 1.65067e-06 2.43358e-06 3.1687e-06 -3.84484e-06 4.45414e-06 -4.99203e-06 5.45706e-06 5.85036e-06 -6.17517e-06 
2 0.000199727 -3.37563e-06 6.68066e-06 9.84922e-06 1.28243e-05 -1.55606e-05 1.80263e-05 -2.02029e-05 2.20845e-05 2.36757e-05 -2.49897e-05 
3 0.000449068 -7.70446e-06 1.52477e-05 2.24792e-05 2.92688e-05 -3.55132e-05 4.11394e-05 -4.61054e-05 5.03976e-05 5.40266e-05 -5.70223e-05 
4 0.000797765 -1.38999e-05 2.75086e-05 4.05544e-05 5.2802e-05 -6.40648e-05 7.42113e-05 -8.31653e-05 9.09023e-05 9.74417e-05 -0.000102837 
5 0.00124558 -2.2041e-05 4.36196e-05 6.43042e-05 8.37212e-05 -0.000101574 0.000117655 -0.000131841 0.000144096 0.000154448 -0.000162983 
6 0.00179228 -3.22064e-05 6.37358e-05 9.39564e-05 0.000122322 -0.000148397 0.000171877 -0.000192585 0.000210464 0.000225558 -0.000237993 
7 0.00243761 -4.44744e-05 8.80116e-05 0.000129738 0.000168895 -0.000204884 0.000237281 -0.000265841 0.000290485 0.000311275 -0.000328385 
8 0.00318131 -5.89228e-05 0.000116601 0.000171872 0.000223733 -0.000271383 0.000314262 -0.000352044 0.000384624 0.000412085 -0.000434657 
9 0.0040231 -7.56291e-05 0.000149655 0.000220584 0.000287121 -0.000348238 0.000403211 -0.000451623 0.000493338 0.000528462 -0.000557292 
10 0.0049627 -9.46704e-05 0.000187328 0.000276094 0.000359344 -0.000435787 0.000504513 -0.000564998 0.000617071 0.000660866 -0.000696755 
11 0.00599983 -0.000116123 0.000229768 0.000338623 0.000440684 -0.000534365 0.000618546 -0.000692579 0.000756256 0.000809741 -0.000853493 
12 0.00713419 -0.000140064 0.000277127 0.000408387 0.000531421 -0.000644305 0.000745682 -0.000834769 0.000911315 0.000975517 -0.00102793 
13 0.00836547 -0.000166569 0.000329552 0.000485605 0.00063183 -0.000765931 0.000886286 -0.000991962 0.00108266 0.00115861 -0.00122048 
14 0.00969335 -0.000195713 0.000387193 0.000570489 0.000742184 -0.000899565 0.00104072 -0.00116454 0.00127068 0.00135941 -0.00143153 
