0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4.99663e-05 -8.34055e-07 1.65067e-06 2.43358e-06 3.1687e-06 -3.84484e-06 4.45414e-06 -4.99203e-06 5.45706e-06 5.85036e-06 -6.17517e-06 -1.45122e-23 8.61632e-23 1.2703e-22 1.65402e-22 -2.00696e-22 2.32501e-22 -2.60578e-22 2.84852e-22 3.05382e-22 -3.22337e-22 -5.68416e-23 -2.51404e-22 -3.27346e-22 3.97196e-22 -4.60141e-22 5.15709e-22 -5.63748e-22 -6.04379e-22 6.37934e-22 -1.23548e-22 -4.82606e-22 5.85586e-22 -6.78384e-22 7.60308e-22 -8.31133e-22 -8.91035e-22 9.40505e-22 -2.09462e-22 7.62474e-22 -8.83304e-22 9.89975e-22 -1.08219e-21 -1.16019e-21 1.2246e-21 -3.08391e-22 1.07179e-21 -1.20122e-21 1.31312e-21 1.40776e-21 -1.48591e-21 -4.13878e-22 1.39158e-21 -1.52121e-21 -1.63085e-21 1.72139e-21 -5.19876e-22 1.70491e-21 1.82779e-21 -1.92927e-21 -6.21244e-22 -1.99806e-21 2.10899e-21 -7.1402e-22 2.26099e-21 -7.95505e-22 
2 0.000199727 -3.37563e-06 6.68066e-06 9.84922e-06 1.28243e-05 -1.55606e-05 1.80263e-05 -2.02029e-05 2.20845e-05 2.36757e-05 -2.49897e-05 -3.04488e-21 1.80783e-20 2.66527e-20 3.47035e-20 -4.21085e-20 4.87812e-20 -5.46717e-20 5.97641e-20 6.40708e-20 -6.76273e-20 -1.19262e-20 -5.2748e-20 -6.86813e-20 8.33364e-20 -9.65422e-20 1.082e-19 -1.18278e-19 -1.26802e-19 1.3384e-19 -2.5922e-20 -1.01256e-19 1.22862e-19 -1.42332e-19 1.59519e-19 -1.74377e-19 -1.86943e-19 1.9732e-19 -4.39475e-20 1.59975e-19 -1.85325e-19 2.07704e-19 -2.2705e-19 -2.43412e-19 2.56924e-19 -6.47033e-20 2.24869e-19 -2.52023e-19 2.75498e-19 2.95351e-19 -3.11745e-19 -8.68343e-20 2.9196e-19 -3.19154e-19 -3.42153e-19 3.61146e-19 -1.09072e-19 3.57694e-19 3.8347e-19 -4.04756e-19 -1.30337e-19 -4.19188e-19 4.42457e-19 -1.49799e-19 4.74341e-19 -1.6689e-19 
3 0.000449068 -7.70446e-06 1.52477e-05 2.24792e-05 2.92688e-05 -3.55132e-05 4.11394e-05 -4.61054e-05 5.03976e-05 5.40266e-05 -5.70223e-05 -8.29553e-20 4.92526e-19 7.26123e-19 9.45452e-19 -1.14718e-18 1.32894e-18 -1.48939e-18 1.62809e-18 1.74538e-18 -1.84221e-18 -3.24916e-19 -1.43706e-18 -1.87112e-18 2.27035e-18 -2.63008e-18 2.94763e-18 -3.22212e-18 -3.45424e-18 3.64589e-18 -7.06209e-19 -2.75857e-18 3.34714e-18 -3.87749e-18 4.34564e-18 -4.75032e-18 -5.09253e-18 5.37507e-18 -1.19727e-18 4.35817e-18 -5.0487e-18 5.65827e-18 -6.18518e-18 -6.63075e-18 6.99864e-18 -1.76268e-18 6.12591e-18 -6.86553e-18 7.50487e-18 8.04551e-18 -8.49189e-18 -2.36552e-18 7.95336e-18 -8.69399e-18 -9.3203e-18 9.83741e-18 -2.9712e-18 9.74367e-18 1.04456e-17 -1.10251e-17 -3.55034e-18 -1.14183e-17 1.20518e-17 -4.08029e-18 1.292e-17 -4.54562e-18 
4 0.000797765 -1.38999e-05 2.75086e-05 4.05544e-05 5.2802e-05 -6.40648e-05 7.42113e-05 -8.31653e-05 9.09023e-05 9.74417e-05 -0.000102837 -8.54136e-19 5.07118e-18 7.47627e-18 9.73437e-18 -1.18111e-17 1.36822e-17 -1.53337e-17 1.6761e-17 1.79678e-17 -1.89639e-17 -3.3454e-18 -1.4796e-17 -1.9265e-17 2.33749e-17 -2.7078e-17 3.03464e-17 -3.31712e-17 -3.55595e-17 3.75308e-17 -7.27111e-18 -2.84017e-17 3.44609e-17 -3.99202e-17 4.47387e-17 -4.89032e-17 -5.24242e-17 5.53304e-17 -1.23267e-17 4.48693e-17 -5.19774e-17 5.82513e-17 -6.36737e-17 -6.82581e-17 7.20421e-17 -1.81472e-17 6.30662e-17 -7.06786e-17 7.72578e-17 8.28202e-17 -8.74115e-17 -2.43524e-17 8.18754e-17 -8.94969e-17 -9.59405e-17 1.01259e-16 -3.0586e-17 1.00299e-16 1.07521e-16 -1.13482e-16 -3.65453e-17 -1.1753e-16 1.24045e-16 -4.19972e-17 1.32976e-16 -4.67827e-17 
5 0.00124558 -2.2041e-05 4.36196e-05 6.43042e-05 8.37212e-05 -0.000101574 0.000117655 -0.000131841 0.000144096 0.000154448 -0.000162983 -5.21821e-18 3.09813e-17 4.5674e-17 5.94678e-17 -7.21526e-17 8.35801e-17 -9.36647e-17 1.02379e-16 1.09744e-16 -1.15821e-16 -2.04378e-17 -9.03911e-17 -1.1769e-16 1.42794e-16 -1.65409e-16 1.85367e-16 -2.02613e-16 -2.17189e-16 2.29216e-16 -4.44195e-17 -1.73503e-16 2.10513e-16 -2.43854e-16 2.73276e-16 -2.98701e-16 -3.2019e-16 3.3792e-16 -7.53009e-17 2.74089e-16 -3.17499e-16 3.55808e-16 -3.8891e-16 -4.16889e-16 4.39974e-16 -1.10851e-16 3.85223e-16 -4.31703e-16 4.71867e-16 5.05813e-16 -5.33822e-16 -1.48745e-16 5.00076e-16 -5.46601e-16 -5.85924e-16 6.18369e-16 -1.86805e-16 6.12552e-16 6.5662e-16 -6.9298e-16 -2.2318e-16 -7.17709e-16 7.57451e-16 -2.56447e-16 8.11943e-16 -2.85635e-16 
6 0.00179228 -3.22064e-05 6.37358e-05 9.39564e-05 0.000122322 -0.000148397 0.000171877 -0.000192585 0.000210464 0.000225558 -0.000237993 -2.2962e-17 1.36327e-16 2.00976e-16 2.61664e-16 -3.17467e-16 3.67731e-16 -4.12079e-16 4.50389e-16 4.82758e-16 -5.09451e-16 -8.99316e-17 -3.97736e-16 -5.1784e-16 6.28275e-16 -7.27748e-16 8.15514e-16 -8.91331e-16 -9.55389e-16 1.00822e-15 -1.95449e-16 -7.63407e-16 9.26212e-16 -1.07286e-15 1.20224e-15 -1.31401e-15 -1.40845e-15 1.48633e-15 -3.31311e-16 1.2059e-15 -1.39683e-15 1.56528e-15 -1.71081e-15 -1.83376e-15 1.93515e-15 -4.8769e-16 1.69472e-15 -1.8991e-15 2.07565e-15 2.22483e-15 -2.34784e-15 -6.54346e-16 2.19978e-15 -2.40429e-15 -2.57708e-15 2.71957e-15 -8.2169e-16 2.69425e-15 2.88787e-15 -3.04755e-15 -9.81575e-16 -3.15636e-15 3.33088e-15 -1.12773e-15 3.57026e-15 -1.25589e-15 
7 0.00243761 -4.44744e-05 8.80116e-05 0.000129738 0.000168895 -0.000204884 0.000237281 -0.000265841 0.000290485 0.000311275 -0.000328385 -8.0601e-17 4.78527e-16 7.05434e-16 9.18422e-16 -1.11424e-15 1.29058e-15 -1.44613e-15 1.58046e-15 1.6939e-15 -1.78739e-15 -3.15668e-16 -1.39605e-15 -1.81755e-15 2.20507e-15 -2.55406e-15 2.86189e-15 -3.12772e-15 -3.35222e-15 3.53724e-15 -6.8601e-16 -2.6794e-15 3.25067e-15 -3.76513e-15 4.21894e-15 -4.61082e-15 -4.94177e-15 5.21453e-15 -1.16279e-15 4.23212e-15 -4.90192e-15 5.49274e-15 -6.00294e-15 -6.43382e-15 6.78892e-15 -1.71148e-15 5.94705e-15 -6.66383e-15 7.28282e-15 7.80556e-15 -8.23637e-15 -2.29609e-15 7.71848e-15 -8.43543e-15 -9.04091e-15 9.5399e-15 -2.88292e-15 9.45214e-15 1.01306e-14 -1.06897e-14 -3.44337e-15 -1.10716e-14 1.16827e-14 -3.95543e-15 1.25212e-14 -4.4041e-15 
8 0.00318131 -5.89228e-05 0.000116601 0.000171872 0.000223733 -0.000271383 0.000314262 -0.000352044 0.000384624 0.000412085 -0.000434657 -2.39805e-16 1.4237e-15 2.09872e-15 2.73227e-15 -3.31463e-15 3.83898e-15 -4.30135e-15 4.70048e-15 5.03736e-15 -5.3148e-15 -9.39146e-16 -4.15329e-15 -5.40705e-15 6.55953e-15 -7.59719e-15 8.51221e-15 -9.30207e-15 -9.96875e-15 1.05178e-14 -2.04084e-15 -7.97072e-15 9.66963e-15 -1.11993e-14 1.25482e-14 -1.37125e-14 -1.46953e-14 1.55046e-14 -3.45895e-15 1.25886e-14 -1.458e-14 1.63361e-14 -1.78519e-14 -1.91314e-14 2.01851e-14 -5.0906e-15 1.76877e-14 -1.9818e-14 2.1657e-14 2.32091e-14 -2.44874e-14 -6.82857e-15 2.29531e-14 -2.50829e-14 -2.68806e-14 2.83611e-14 -8.57252e-15 2.81039e-14 3.01182e-14 -3.17769e-14 -1.02373e-14 -3.29129e-14 3.47256e-14 -1.17573e-14 3.72144e-14 -1.3088e-14 
9 0.0040231 -7.56291e-05 0.000149655 0.000220584 0.000287121 -0.000348238 0.000403211 -0.000451623 0.000493338 0.000528462 -0.000557292 -6.28815e-16 3.73313e-15 5.50295e-15 7.1638e-15 -8.6902e-15 1.00642e-14 -1.12753e-14 1.23203e-14 1.32018e-14 -1.39271e-14 -2.46252e-15 -1.08899e-14 -1.41766e-14 1.71972e-14 -1.99162e-14 2.2313e-14 -2.4381e-14 -2.61254e-14 2.75607e-14 -5.35089e-15 -2.08975e-14 2.53502e-14 -2.93582e-14 3.28913e-14 -3.59397e-14 -3.85111e-14 4.06268e-14 -9.06821e-15 3.30011e-14 -3.82188e-14 4.28182e-14 -4.67867e-14 -5.01341e-14 5.28884e-14 -1.33442e-14 4.63621e-14 -5.19415e-14 5.67555e-14 6.08162e-14 -6.41574e-14 -1.78974e-14 6.01538e-14 -6.57289e-14 -7.04316e-14 7.4301e-14 -2.24643e-14 7.3639e-14 7.89076e-14 -8.32428e-14 -2.68213e-14 -8.62208e-14 9.09578e-14 -3.07966e-14 9.74656e-14 -3.42734e-14 
